Artist,Title,Label,Path,Chorus_Path
Ne-Yo,Beautiful Monster,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Beautiful Monster - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Beautiful Monster - Ne-Yo.mp3.wav
Nickelback,This Afternoon,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/This Afternoon - Nickelback.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/This Afternoon - Nickelback.mp3.wav
Kanye West,POWER,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/POWER - Kanye West.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/POWER - Kanye West.mp3.wav
P!nk,Glitter In The Air,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Glitter In The Air - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Glitter In The Air - P!nk.mp3.wav
Ne-Yo,Champagne Life,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Life - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Life - Ne-Yo.mp3.wav
Miley Cyrus,Can't Be Tamed,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Be Tamed - Miley Cyrus.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Be Tamed - Miley Cyrus.mp3.wav
Justin Bieber,U Smile,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/U Smile - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/U Smile - Justin Bieber.mp3.wav
Carrie Underwood,Temporary Home,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Temporary Home - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Temporary Home - Carrie Underwood.mp3.wav
T.I.,I'm Back,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I'm Back - T.I..mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/I'm Back - T.I..mp3.wav
Miley Cyrus,When I Look At You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/When I Look At You - Miley Cyrus.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/When I Look At You - Miley Cyrus.mp3.wav
Mary J. Blige,I Am,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I Am - Mary J. Blige.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/I Am - Mary J. Blige.mp3.wav
Rascal Flatts,Unstoppable,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Unstoppable - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Unstoppable - Rascal Flatts.mp3.wav
Taylor Swift,Fearless,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fearless - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Fearless - Taylor Swift.mp3.wav
Avril Lavigne,Alice,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Alice - Avril Lavigne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Alice - Avril Lavigne.mp3.wav
Taylor Swift,Fifteen,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fifteen - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Fifteen - Taylor Swift.mp3.wav
Carrie Underwood,Cowboy Casanova,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cowboy Casanova - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Cowboy Casanova - Carrie Underwood.mp3.wav
Rihanna,Russian Roulette,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Russian Roulette - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Russian Roulette - Rihanna.mp3.wav
Alicia Keys,Empire State Of Mind (Part II) Broken Down,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Empire State Of Mind (Part II) Broken Down - Alicia Keys.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Empire State Of Mind (Part II) Broken Down - Alicia Keys.mp3.wav
Justin Bieber,One Less Lonely Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/One Less Lonely Girl - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/One Less Lonely Girl - Justin Bieber.mp3.wav
Usher,Papers,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Papers - Usher.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Papers - Usher.mp3.wav
Nickelback,Never Gonna Be Alone,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Never Gonna Be Alone - Nickelback.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Never Gonna Be Alone - Nickelback.mp3.wav
Eminem,Elevator,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Elevator - Eminem.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Elevator - Eminem.mp3.wav
Chris Brown,Crawl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Crawl - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Crawl - Chris Brown.mp3.wav
Lil Wayne,On Fire,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/On Fire - Lil Wayne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/On Fire - Lil Wayne.mp3.wav
P!nk,Funhouse,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Funhouse - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Funhouse - P!nk.mp3.wav
Justin Bieber,Down To Earth,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Down To Earth - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Down To Earth - Justin Bieber.mp3.wav
Alicia Keys,Doesn't Mean Anything,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Doesn't Mean Anything - Alicia Keys.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Doesn't Mean Anything - Alicia Keys.mp3.wav
Justin Bieber,Bigger,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bigger - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Bigger - Justin Bieber.mp3.wav
Rascal Flatts,Summer Nights,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Summer Nights - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Summer Nights - Rascal Flatts.mp3.wav
Beyonce,Ego,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ego - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ego - Beyonce.mp3.wav
Sean Paul,So Fine,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/So Fine - Sean Paul.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/So Fine - Sean Paul.mp3.wav
LMFAO,I'm In Miami Trick,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I'm In Miami Trick - LMFAO.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/I'm In Miami Trick - LMFAO.mp3.wav
Daughtry,You Don't Belong,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/You Don't Belong - Daughtry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/You Don't Belong - Daughtry.mp3.wav
Eminem,Beautiful,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Beautiful - Eminem.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Beautiful - Eminem.mp3.wav
Rascal Flatts,Here Comes Goodbye,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Here Comes Goodbye - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Here Comes Goodbye - Rascal Flatts.mp3.wav
Lil Wayne,Hot Revolver,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hot Revolver - Lil Wayne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Hot Revolver - Lil Wayne.mp3.wav
Katy Perry,Thinking Of You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Thinking Of You - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Thinking Of You - Katy Perry.mp3.wav
Carrie Underwood,Home Sweet Home,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Home Sweet Home - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Home Sweet Home - Carrie Underwood.mp3.wav
Miley Cyrus,Hoedown Throwdown,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hoedown Throwdown - Miley Cyrus.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Hoedown Throwdown - Miley Cyrus.mp3.wav
Taylor Swift,You're Not Sorry,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/You're Not Sorry - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/You're Not Sorry - Taylor Swift.mp3.wav
Rihanna,Rehab,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Rehab - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Rehab - Rihanna.mp3.wav
Usher,Trading Places,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Trading Places - Usher.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Trading Places - Usher.mp3.wav
Rascal Flatts,Here,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Here - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Here - Rascal Flatts.mp3.wav
Carrie Underwood,Just A Dream,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Just A Dream - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Just A Dream - Carrie Underwood.mp3.wav
Leona Lewis,Run,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Run - Leona Lewis.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Run - Leona Lewis.mp3.wav
Daughtry,What About Now,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/What About Now - Daughtry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/What About Now - Daughtry.mp3.wav
Nickelback,I'd Come For You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I'd Come For You - Nickelback.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/I'd Come For You - Nickelback.mp3.wav
Jonas Brothers,Lovebug,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Lovebug - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Lovebug - Jonas Brothers.mp3.wav
Jonas Brothers,Pushin' Me Away,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Pushin' Me Away - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Pushin' Me Away - Jonas Brothers.mp3.wav
Taylor Swift,Should've Said No,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Should've Said No - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Should've Said No - Taylor Swift.mp3.wav
Chris Brown,Take You Down,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Take You Down - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Take You Down - Chris Brown.mp3.wav
Alicia Keys,Teenage Love Affair,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Teenage Love Affair - Alicia Keys.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Teenage Love Affair - Alicia Keys.mp3.wav
Carrie Underwood,Last Name,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Last Name - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Last Name - Carrie Underwood.mp3.wav
Usher,Moving Mountains,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Moving Mountains - Usher.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Moving Mountains - Usher.mp3.wav
Jonas Brothers,Play My Music,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Play My Music - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Play My Music - Jonas Brothers.mp3.wav
Jonas Brothers,When You Look Me In The Eyes,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/When You Look Me In The Eyes - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/When You Look Me In The Eyes - Jonas Brothers.mp3.wav
Carrie Underwood,All-American Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All-American Girl - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/All-American Girl - Carrie Underwood.mp3.wav
Taylor Swift,Picture To Burn,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Picture To Burn - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Picture To Burn - Taylor Swift.mp3.wav
Britney Spears,Break The Ice,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Break The Ice - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Break The Ice - Britney Spears.mp3.wav
Maroon 5,Won't Go Home Without You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Won't Go Home Without You - Maroon 5.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Won't Go Home Without You - Maroon 5.mp3.wav
Rascal Flatts,Every Day,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Every Day - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Every Day - Rascal Flatts.mp3.wav
Ne-Yo,Go On Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Go On Girl - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Go On Girl - Ne-Yo.mp3.wav
Daughtry,Over You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Over You - Daughtry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Over You - Daughtry.mp3.wav
Maroon 5,Wake Up Call,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wake Up Call - Maroon 5.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Wake Up Call - Maroon 5.mp3.wav
Chris Brown,This Christmas,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/This Christmas - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/This Christmas - Chris Brown.mp3.wav
Britney Spears,Gimme More,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Gimme More - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Gimme More - Britney Spears.mp3.wav
Carrie Underwood,So Small,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/So Small - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/So Small - Carrie Underwood.mp3.wav
Rascal Flatts,Winner At A Losing Game,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Winner At A Losing Game - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Winner At A Losing Game - Rascal Flatts.mp3.wav
Mary J. Blige,Work That,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Work That - Mary J. Blige.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Work That - Mary J. Blige.mp3.wav
Jonas Brothers,S.O.S.,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/S.O.S. - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/S.O.S. - Jonas Brothers.mp3.wav
Carrie Underwood,Do You Hear What I Hear,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Do You Hear What I Hear - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Do You Hear What I Hear - Carrie Underwood.mp3.wav
Rascal Flatts,Take Me There,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Take Me There - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Take Me There - Rascal Flatts.mp3.wav
Akon,"Sorry, Blame It On Me",0,"/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sorry, Blame It On Me - Akon.mp3","/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Sorry, Blame It On Me - Akon.mp3.wav"
Ne-Yo,Do You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Do You - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Do You - Ne-Yo.mp3.wav
Avril Lavigne,When You're Gone,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/When You're Gone - Avril Lavigne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/When You're Gone - Avril Lavigne.mp3.wav
Gwen Stefani,4 In The Morning,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/4 In The Morning - Gwen Stefani.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/4 In The Morning - Gwen Stefani.mp3.wav
Beyonce,Get Me Bodied,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Get Me Bodied - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Get Me Bodied - Beyonce.mp3.wav
Kanye West,Can't Tell Me Nothing,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Tell Me Nothing - Kanye West.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Tell Me Nothing - Kanye West.mp3.wav
